head_entity_text,tail_entity_text,relation
publication,company,"Product-Producer (e1, e2)"
nectar,papaya,"Entity-Origin (e1, e2)"
volume,concepts,"Message-Topic (e1, e2)"
defendant,custody,Other
vehicles,plant,"Product-Producer (e1, e2)"
cheese,dish,"Component-Whole (e1, e2)"
castle,museum,"Content-Container (e1, e2)"
clubs,ownership,Other
man,car,"Entity-Destination (e1, e2)"
section,interpretation,"Message-Topic (e1, e2)"
drawer,coffeemaker,"Component-Whole (e1, e2)"
tube,container,"Entity-Destination (e1, e2)"
views,television,"Message-Topic (e1, e2)"
chapter,importance,"Message-Topic (e1, e2)"
station,device,"Instrument-Agency (e2, e1)"
offenders,officers,Other
book,beauty,"Message-Topic (e1, e2)"
spills,hurricane,"Cause-Effect (e2, e1)"
studies,adults,"Message-Topic (e1, e2)"
diseases,gene mutations,"Cause-Effect (e2, e1)"
response,ripple,"Cause-Effect (e1, e2)"
crown,tree,"Component-Whole (e1, e2)"
mischief,rats,"Member-Collection (e2, e1)"
cable network,science fiction TV shows,Other
cat,trap,"Content-Container (e1, e2)"
stories,dance,"Message-Topic (e1, e2)"
frames,foundry,"Product-Producer (e1, e2)"
smell,air,"Content-Container (e1, e2)"
laughing,joy,"Cause-Effect (e1, e2)"
lines,author,"Product-Producer (e1, e2)"
tone,receiver,"Product-Producer (e1, e2)"
militants,squad,"Member-Collection (e1, e2)"
lenses,telescope,"Component-Whole (e1, e2)"
pulp,tupperware tub,"Content-Container (e1, e2)"
Carpenters,wood,Other
samples,milking,"Entity-Origin (e1, e2)"
blogger,conversation,Other
speech,idea,"Message-Topic (e1, e2)"
flour,rice,"Entity-Origin (e1, e2)"
passenger,body,"Content-Container (e1, e2)"
Asteroid,disaster,"Cause-Effect (e1, e2)"
farm,acres,Other
laptop,plastic bag,"Content-Container (e1, e2)"
telephone,operator,Other
tales,concerns,"Message-Topic (e1, e2)"
forebrain,amphibians,"Component-Whole (e1, e2)"
company,home,Other
camera,leaflet box,"Content-Container (e1, e2)"
organizations,resources,Other
swim bladder,animals,"Component-Whole (e1, e2)"
asses,coffle,"Member-Collection (e1, e2)"
coloring,coat of arms,"Entity-Origin (e1, e2)"
interests,coalition,"Member-Collection (e1, e2)"
tool,electrician,"Instrument-Agency (e1, e2)"
data,epochs,"Entity-Origin (e1, e2)"
city,rock and roll,Other
parents,station,Other
police,chief,Other
apparatus,Hospitals,"Instrument-Agency (e1, e2)"
boots,box,"Content-Container (e1, e2)"
attractions,billboards,Other
guy,car,Other
insulin,fetus,"Product-Producer (e1, e2)"
design,wife,"Product-Producer (e1, e2)"
hooligans,circle,"Member-Collection (e1, e2)"
rabbits,litter,"Member-Collection (e1, e2)"
texts,anecdotes,"Message-Topic (e1, e2)"
documents,strategies,"Message-Topic (e1, e2)"
punchcutter,imprint,Other
plug,battery box,"Component-Whole (e1, e2)"
visit,strategy,"Component-Whole (e1, e2)"
microbes,sickness,"Cause-Effect (e1, e2)"
implications,publication,"Message-Topic (e1, e2)"
document,drugs,"Message-Topic (e1, e2)"
bazooka,game,Other
model,example,"Entity-Origin (e1, e2)"
ingredients,Researchers,"Product-Producer (e1, e2)"
ale,mug,"Content-Container (e1, e2)"
motor,canister,"Content-Container (e1, e2)"
cadets,corps,"Member-Collection (e1, e2)"
wing,aircrafts,"Component-Whole (e1, e2)"
name,address,"Entity-Origin (e2, e1)"
frequency,Analysts,"Instrument-Agency (e1, e2)"
man,countries,"Entity-Destination (e1, e2)"
keeper,team,"Member-Collection (e1, e2)"
high-wheelers,push-bike,"Entity-Origin (e1, e2)"
line,geometry,"Message-Topic (e1, e2)"
pollution,cars,"Product-Producer (e1, e2)"
posts,writer,"Product-Producer (e1, e2)"
Molten core,river,"Entity-Destination (e1, e2)"
lithics,mountain ranges,"Entity-Origin (e1, e2)"
method,analyzer,"Instrument-Agency (e1, e2)"
narrative,history,"Message-Topic (e1, e2)"
attributes,children,"Entity-Destination (e1, e2)"
pollen,basket,"Content-Container (e1, e2)"
nurse,arm,Other
content,person,"Product-Producer (e2, e1)"
mushroom,mass,"Content-Container (e1, e2)"
beaters,squad,"Member-Collection (e1, e2)"
potatoes,basket,"Content-Container (e1, e2)"
engineer,building,"Product-Producer (e2, e1)"
thesis,book,"Content-Container (e1, e2)"
crew,breast,Other
Rain,cancellation,"Cause-Effect (e1, e2)"
society,trends,Other
roundtables,keywords,"Message-Topic (e1, e2)"
articles,website,"Product-Producer (e2, e1)"
theory,science fiction,"Message-Topic (e1, e2)"
clustering,clusters,"Cause-Effect (e1, e2)"
cherry,wine,Other
song,contest,"Entity-Destination (e1, e2)"
dollars,trusts,"Entity-Destination (e1, e2)"
floppies,factory,"Entity-Origin (e2, e1)"
wall,store,"Component-Whole (e1, e2)"
body,bin,"Content-Container (e1, e2)"
congressman,party ticket,Other
viper,sound,"Product-Producer (e2, e1)"
containers,dam,"Entity-Destination (e1, e2)"
lobe,pancreas,"Component-Whole (e1, e2)"
toes,elephant,"Instrument-Agency (e1, e2)"
bottle,marbles,"Content-Container (e1, e2)"
employees,staff,"Member-Collection (e1, e2)"
friars,order,"Member-Collection (e1, e2)"
nails,hand,"Component-Whole (e1, e2)"
oil,seed,"Product-Producer (e2, e1)"
samples,beaker,"Content-Container (e1, e2)"
gloves,brother,"Instrument-Agency (e1, e2)"
cane,sugar,"Product-Producer (e1, e2)"
bottle,soda,"Content-Container (e1, e2)"
money,jar,"Content-Container (e1, e2)"
banner,knights,Other
attack,crash,"Cause-Effect (e2, e1)"
criticism,media coverage,"Message-Topic (e1, e2)"
wine,jeroboam,"Content-Container (e1, e2)"
work,end,Other
Debate,roles,"Message-Topic (e1, e2)"
Conditions,report,"Message-Topic (e2, e1)"
animals,farm,"Entity-Origin (e1, e2)"
sound,combination,"Component-Whole (e2, e1)"
coin,case,"Content-Container (e1, e2)"
parade,penguins,"Member-Collection (e2, e1)"
ethanol,factories,"Product-Producer (e1, e2)"
drilling,chemicals,Other
information,press release,"Entity-Origin (e1, e2)"
chain,islands,"Member-Collection (e2, e1)"
investigations,evidence,"Cause-Effect (e1, e2)"
damage,misuse,"Cause-Effect (e2, e1)"
fruit,seeds,"Content-Container (e2, e1)"
enjoyment,programming,"Cause-Effect (e2, e1)"
technique,combination,"Instrument-Agency (e1, e2)"
bones,foot,"Component-Whole (e1, e2)"
migrations,deprivation,"Cause-Effect (e1, e2)"
accident,impact,"Cause-Effect (e2, e1)"
aria,composer,"Product-Producer (e1, e2)"
contents,carafe,"Content-Container (e1, e2)"
stem,tree,"Component-Whole (e1, e2)"
time,machine,Other
production,playwright,"Product-Producer (e1, e2)"
philosopher,writings,"Product-Producer (e2, e1)"
tableau,room,"Content-Container (e1, e2)"
strings,device,"Component-Whole (e1, e2)"
cases,term,Other
mix,pans,"Content-Container (e1, e2)"
lungs,ferrets,"Component-Whole (e1, e2)"
gerbil,threat,Other
airstrike,explosions,"Cause-Effect (e1, e2)"
keel,ship,"Component-Whole (e1, e2)"
Barrages,energy,"Instrument-Agency (e2, e1)"
protocol,implementation,"Instrument-Agency (e1, e2)"
conflict,wastewater,"Cause-Effect (e2, e1)"
report,commission,"Product-Producer (e1, e2)"
car,engine,"Component-Whole (e2, e1)"
driver,keys,Other
book,phases,"Message-Topic (e1, e2)"
spam,clients,"Entity-Destination (e1, e2)"
plum,syrup,"Entity-Origin (e2, e1)"
news,statement,"Message-Topic (e1, e2)"
damage,tornado,"Cause-Effect (e2, e1)"
friend,surfer,Other
song,hypocrisy,"Message-Topic (e1, e2)"
horse,hoof,"Component-Whole (e2, e1)"
downturn,people,"Cause-Effect (e1, e2)"
motives,trial,Other
compeers,profession,"Member-Collection (e1, e2)"
citizen,battles,Other
topics,song,"Message-Topic (e2, e1)"
rookery,seals,"Member-Collection (e2, e1)"
novel,forces,"Cause-Effect (e2, e1)"
car,river,"Entity-Destination (e1, e2)"
news,rights issues,"Message-Topic (e1, e2)"
team,ram,"Instrument-Agency (e2, e1)"
builder,cenotaphs,"Product-Producer (e1, e2)"
song,band,"Product-Producer (e1, e2)"
head,political party,"Component-Whole (e1, e2)"
leaves,street,"Entity-Destination (e1, e2)"
book,catalogues,Other
man,water,"Cause-Effect (e2, e1)"
story,existence,"Message-Topic (e1, e2)"
brain,jar,"Content-Container (e1, e2)"
stand,flamingos,"Member-Collection (e1, e2)"
hair loss,stress,"Cause-Effect (e2, e1)"
nation,mourning,"Entity-Destination (e1, e2)"
film,cadaver,"Message-Topic (e1, e2)"
litter,litter box,"Content-Container (e1, e2)"
news,agreement,"Message-Topic (e1, e2)"
stem,plant,"Component-Whole (e1, e2)"
grandstand,concourse,"Component-Whole (e1, e2)"
spreads,book,"Component-Whole (e1, e2)"
heroes,movies,"Entity-Origin (e1, e2)"
petition,governor,"Entity-Destination (e1, e2)"
team,jungle,"Entity-Destination (e1, e2)"
staff,people,Other
grandfather,story,Other
running,shoes,Other
pilot,kit,Other
church,steps,"Component-Whole (e2, e1)"
activation,source,"Instrument-Agency (e2, e1)"
labor,building,"Product-Producer (e2, e1)"
report,agreement,"Message-Topic (e1, e2)"
heart,artist,"Product-Producer (e1, e2)"
leather,craftsman,Other
article,difficulties,"Message-Topic (e1, e2)"
writer,series,"Product-Producer (e1, e2)"
cartload,firewood,"Content-Container (e1, e2)"
colors,dispersion,"Cause-Effect (e2, e1)"
discussion,violence,"Message-Topic (e1, e2)"
handset,manufacturer,"Product-Producer (e1, e2)"
position,canon law,"Content-Container (e1, e2)"
clutch,conferences,"Member-Collection (e2, e1)"
photo,frame,"Content-Container (e1, e2)"
finger,can,"Content-Container (e1, e2)"
shipments,stock,"Entity-Destination (e1, e2)"
doctor,sphygmomanometer,"Instrument-Agency (e2, e1)"
wheelchairs,people,"Entity-Destination (e1, e2)"
troupe,dancers,"Member-Collection (e2, e1)"
citizen,corporation,"Member-Collection (e1, e2)"
hostname,server,"Entity-Destination (e1, e2)"
shell,rod,"Content-Container (e1, e2)"
meeting,hour,Other
love,sculpture,"Message-Topic (e1, e2)"
articles,promotion,"Message-Topic (e1, e2)"
meeting,trade,"Message-Topic (e1, e2)"
poem,worker,"Product-Producer (e1, e2)"
phalanx,lawyers,"Member-Collection (e1, e2)"
drama series,team,"Message-Topic (e1, e2)"
liberties,laws,"Content-Container (e2, e1)"
depression,unemployment,"Cause-Effect (e2, e1)"
huddle,tents,"Member-Collection (e1, e2)"
Stone,grinding,Other
coffin,funeral,"Entity-Destination (e1, e2)"
controversy,tickets,"Message-Topic (e1, e2)"
excursions,harbour,"Entity-Origin (e1, e2)"
coffee,cup,"Content-Container (e2, e1)"
document,diversity,"Message-Topic (e1, e2)"
opening,cask,"Component-Whole (e1, e2)"
family,taxi,Other
song,MP player,"Content-Container (e2, e1)"
body,cart,"Content-Container (e2, e1)"
toy,trash,"Content-Container (e2, e1)"
transport,mechanism,Other
souffle,clouds,"Member-Collection (e1, e2)"
firm,accountants,"Member-Collection (e1, e2)"
Bone,cell,"Component-Whole (e2, e1)"
money,envelopes,"Content-Container (e2, e1)"
cluster,computers,"Member-Collection (e1, e2)"
question,announcement,"Message-Topic (e1, e2)"
Relationships,series,"Message-Topic (e2, e1)"
fuel,bunker,"Content-Container (e2, e1)"
phagocytes,nanoparticles,"Instrument-Agency (e2, e1)"
collision,crashes,"Cause-Effect (e1, e2)"
electricians,ohmmeters,"Instrument-Agency (e2, e1)"
horde,men,"Member-Collection (e1, e2)"
earphones,cord,"Component-Whole (e2, e1)"
pain,strains,"Cause-Effect (e2, e1)"
yeast,beer,Other
boat,harbour,"Entity-Origin (e1, e2)"
player,string,"Instrument-Agency (e2, e1)"
anecdotes,workers,"Entity-Origin (e1, e2)"
movie,sheep,"Message-Topic (e1, e2)"
brains,dish,"Content-Container (e2, e1)"
storm,town,"Entity-Destination (e1, e2)"
stories,book,"Content-Container (e2, e1)"
committee,commission,Other
ribs,umbrella,"Component-Whole (e1, e2)"
blazes,trail,"Message-Topic (e1, e2)"
damage,bullet,"Cause-Effect (e2, e1)"
musician,album,"Product-Producer (e1, e2)"
files,software,"Content-Container (e2, e1)"
swans,regions,"Entity-Destination (e1, e2)"
Neuralgia,headache,"Cause-Effect (e1, e2)"
writer,storyboard,"Product-Producer (e1, e2)"
Bibliometrics,research evaluation,"Instrument-Agency (e1, e2)"
concerns,cases,"Message-Topic (e1, e2)"
brick,mason,Other
damage,earthquake,"Cause-Effect (e2, e1)"
feet,floor,"Entity-Destination (e1, e2)"
aunt,care,"Entity-Destination (e1, e2)"
turtles,shells,"Entity-Origin (e1, e2)"
controls,dishwasher,"Component-Whole (e1, e2)"
solution,student,"Product-Producer (e2, e1)"
arm,patient,"Component-Whole (e1, e2)"
first part,techniques,"Message-Topic (e1, e2)"
cord,flower,"Component-Whole (e1, e2)"
evacuation,war,Other
point,pencil,"Component-Whole (e1, e2)"
cadets,training,Other
chunks,airplane,"Entity-Origin (e1, e2)"
strings,cello,"Component-Whole (e1, e2)"
text,material,"Content-Container (e1, e2)"
couple,waters,Other
Air,mouthpiece,"Entity-Destination (e1, e2)"
associations,receiverships,Other
crisis,boss,Other
scholarship,student,Other
misinterpretation,word,"Cause-Effect (e2, e1)"
damage,bombing,"Cause-Effect (e2, e1)"
death,tsunami,"Cause-Effect (e2, e1)"
satisfaction,playing,"Cause-Effect (e2, e1)"
backpage,news paper,"Component-Whole (e1, e2)"
team,team,Other
Potato,starch,"Product-Producer (e2, e1)"
leakage,person,"Cause-Effect (e2, e1)"
investments,century,"Entity-Destination (e1, e2)"
particle,bath,"Entity-Origin (e1, e2)"
water,bottle,"Content-Container (e1, e2)"
lane,road,"Component-Whole (e1, e2)"
industries,economies,Other
congregation,plovers,"Member-Collection (e2, e1)"
sensor,winding,"Component-Whole (e2, e1)"
microcracks,stress,"Cause-Effect (e1, e2)"
body,coffin,"Content-Container (e1, e2)"
hams,crock pot,"Content-Container (e1, e2)"
paper,discovery,"Message-Topic (e1, e2)"
lane,road,"Component-Whole (e1, e2)"
rouleau,cells,"Member-Collection (e2, e1)"
mobile phone,toilet,"Entity-Destination (e1, e2)"
husband,leg,"Instrument-Agency (e2, e1)"
search,scales,Other
book,writer,Other
handgrip,micrometer,"Component-Whole (e1, e2)"
creations,chef,"Product-Producer (e1, e2)"
cylinder,engine,"Component-Whole (e1, e2)"
squirrel,group,Other
shoe,laces,"Component-Whole (e2, e1)"
land,river,Other
movement,moles,Other
basis,population,Other
aunt,health,Other
hand,gestures,Other
plane crash,novel,"Component-Whole (e1, e2)"
modules,system,"Component-Whole (e1, e2)"
fear,stab,"Cause-Effect (e2, e1)"
reforms,changes,"Message-Topic (e1, e2)"
commentator,obscenity,Other
spindle,areometer,"Component-Whole (e1, e2)"
chapel,manor house,"Component-Whole (e1, e2)"
oven,plug,"Component-Whole (e1, e2)"
bag,secure locker,"Content-Container (e1, e2)"
porch,queen,"Product-Producer (e2, e1)"
discussion,topic,"Message-Topic (e1, e2)"
lychee,note,"Cause-Effect (e1, e2)"
riddle,answer,"Entity-Origin (e2, e1)"
scum,stripes,Other
dance,company,Other
kings,brotherhood,"Member-Collection (e1, e2)"
prisoner,detention,Other
grasshoppers,burrow,Other
suffering,embargo,"Cause-Effect (e2, e1)"
medallion,pouch,"Content-Container (e1, e2)"
needles,packs,"Content-Container (e1, e2)"
craftsmen,sculpture,"Product-Producer (e2, e1)"
attacker,instrument,"Instrument-Agency (e1, e2)"
Plants,rooms,"Entity-Destination (e1, e2)"
company,version,"Product-Producer (e1, e2)"
students,drawing,"Product-Producer (e1, e2)"
offers,catalog,"Content-Container (e1, e2)"
heart,casket,"Content-Container (e1, e2)"
body,bin,"Content-Container (e1, e2)"
export,company,Other
hyperlink,field,"Content-Container (e1, e2)"
aid,areas,"Entity-Destination (e1, e2)"
criminal,jail,Other
arm,government,"Component-Whole (e1, e2)"
nuclear energy,pollution,"Cause-Effect (e1, e2)"
windshield,cockpit,"Component-Whole (e1, e2)"
anger,abuse,"Cause-Effect (e2, e1)"
paper,desk drawer,"Content-Container (e1, e2)"
entrance,east,Other
debt,stress,"Cause-Effect (e1, e2)"
hall,arrangement,Other
terrorists,jail,Other
advertising,selections,"Message-Topic (e1, e2)"
leaflet,qualities,"Message-Topic (e1, e2)"
soldiers,camp,"Entity-Destination (e1, e2)"
fish,haul,"Member-Collection (e1, e2)"
quilts,cousin,Other
chivalry,warrior-knights,Other
mayor,comment,"Product-Producer (e2, e1)"
strike,death,"Cause-Effect (e1, e2)"
rig,drilling,"Instrument-Agency (e1, e2)"
singer,album,"Product-Producer (e2, e1)"
fear,power,"Cause-Effect (e2, e1)"
money,safe,"Content-Container (e1, e2)"
Students,crops,Other
jam,trucks,Other
Tides,gravitational pull,"Cause-Effect (e2, e1)"
streaks,particles,"Cause-Effect (e2, e1)"
sub-committee,Changes,"Message-Topic (e1, e2)"
Animations,version,"Entity-Destination (e1, e2)"
reflux,mouth,"Entity-Destination (e1, e2)"
dust,alarm,"Cause-Effect (e1, e2)"
photoreceptors,retina,"Component-Whole (e1, e2)"
bacteria,sickness,"Cause-Effect (e1, e2)"
types,sections,"Component-Whole (e1, e2)"
gun,box,"Content-Container (e1, e2)"
pain,indigestion,Other
word,noun,"Entity-Origin (e1, e2)"
remote,desk,"Content-Container (e1, e2)"
cells,tissues,"Entity-Destination (e1, e2)"
drove,hogs,"Member-Collection (e2, e1)"
Borrowers,troubles,"Entity-Destination (e1, e2)"
joy,eating,"Cause-Effect (e2, e1)"
men,store,"Content-Container (e1, e2)"
farmer,tractor,"Instrument-Agency (e2, e1)"
Stroke,death,"Cause-Effect (e1, e2)"
praise,classics,"Message-Topic (e1, e2)"
newsletter,happenings,"Message-Topic (e1, e2)"
management,firm,"Component-Whole (e1, e2)"
machine,dictators,"Message-Topic (e1, e2)"
plant,storage unit,"Entity-Origin (e1, e2)"
poppy,codeine,"Product-Producer (e2, e1)"
defendant,affidavit,"Product-Producer (e1, e2)"
flicker,candles,"Product-Producer (e2, e1)"
pain,torment,"Cause-Effect (e2, e1)"
director,company,"Component-Whole (e1, e2)"
discomfort,braces,"Cause-Effect (e2, e1)"
playwright,directions,"Instrument-Agency (e2, e1)"
community,positions,Other
flour,sacks,"Content-Container (e1, e2)"
locomotive,train,"Component-Whole (e1, e2)"
body,suitcase,"Content-Container (e1, e2)"
boy,cradle,"Content-Container (e1, e2)"
factory,glass,"Product-Producer (e2, e1)"
ear,canal,"Component-Whole (e1, e2)"
work,galleries,"Entity-Destination (e1, e2)"
property,developer,Other
distraction,incident,"Cause-Effect (e1, e2)"
light,friend,"Entity-Origin (e2, e1)"
entrapments,suffocation,"Cause-Effect (e1, e2)"
glut,parrs,"Member-Collection (e2, e1)"
crush,fans,"Member-Collection (e2, e1)"
members,gangs,"Member-Collection (e1, e2)"
signal,sine,Other
pie,factory,Other
Storms,losses,"Cause-Effect (e1, e2)"
app,newspaper,"Product-Producer (e2, e1)"
laws,war,"Message-Topic (e1, e2)"
drivers,toothpick,"Instrument-Agency (e2, e1)"
cross,site,"Entity-Origin (e2, e1)"
assembly,cover,Other
plantation,beans,"Product-Producer (e2, e1)"
seat,cockpit,"Content-Container (e1, e2)"
line,aisle,"Entity-Origin (e2, e1)"
lighting,works,"Message-Topic (e2, e1)"
medicine,food,"Content-Container (e2, e1)"
Discussion,function,"Message-Topic (e1, e2)"
bottle,carton box,"Content-Container (e1, e2)"
fish,oil,"Product-Producer (e2, e1)"
fume,irritation,"Cause-Effect (e1, e2)"
flame,pyre,"Entity-Origin (e1, e2)"
treadmill,space station,"Content-Container (e1, e2)"
ghostwriters,books,"Product-Producer (e2, e1)"
geometry,string,"Entity-Origin (e1, e2)"
pistil,carpels,"Component-Whole (e2, e1)"
girl,boy,Other
document,facts,"Message-Topic (e1, e2)"
document,levels,"Message-Topic (e1, e2)"
concern,economy,"Message-Topic (e1, e2)"
artist,can,"Content-Container (e1, e2)"
guy,map,"Instrument-Agency (e2, e1)"
seniors,leadership positions,"Entity-Destination (e1, e2)"
answer,trend,"Entity-Origin (e1, e2)"
volery,birds,"Member-Collection (e2, e1)"
areas,composition,"Message-Topic (e1, e2)"
kindle,rabbits,"Member-Collection (e2, e1)"
investigation,allegations,"Message-Topic (e1, e2)"
nose,man,"Component-Whole (e1, e2)"
shuttles,space,"Entity-Destination (e1, e2)"
valuables,safe,"Content-Container (e1, e2)"
Cadre,groups,"Member-Collection (e2, e1)"
audience,kids,"Member-Collection (e2, e1)"
programme,happiness,"Message-Topic (e1, e2)"
memo,lineup,"Message-Topic (e1, e2)"
study,mechanisms,"Message-Topic (e1, e2)"
children,competition,Other
congress,provinces,"Member-Collection (e2, e1)"
sword,blade,"Component-Whole (e2, e1)"
range,diagram,"Content-Container (e1, e2)"
dashboard,speedometer,"Component-Whole (e2, e1)"
text,encyclopedia,"Entity-Origin (e1, e2)"
information,employees,"Message-Topic (e1, e2)"
forum,eighteenth century,"Message-Topic (e1, e2)"
brotherhood,bruisers,"Member-Collection (e2, e1)"
devastation,waves,"Cause-Effect (e2, e1)"
Noise regulations,force,Other
design,architects,"Product-Producer (e2, e1)"
oil,runoff,"Entity-Origin (e1, e2)"
design,student,"Product-Producer (e2, e1)"
Cancer,illness,"Cause-Effect (e1, e2)"
drama,aftermath,"Message-Topic (e1, e2)"
server,cabinet,"Content-Container (e1, e2)"
Jeans,topstitching,"Component-Whole (e2, e1)"
legion,infantrymen,"Member-Collection (e2, e1)"
company,fireman,"Product-Producer (e2, e1)"
fire,collision,"Cause-Effect (e2, e1)"
joy,animals,"Cause-Effect (e2, e1)"
essay,literature,"Message-Topic (e1, e2)"
mainmast,bark,"Component-Whole (e1, e2)"
interview,next show,"Entity-Destination (e1, e2)"
skills,surgery,Other
satisfaction,watching,"Cause-Effect (e2, e1)"
dryer,wall,Other
immigrant,port,"Entity-Destination (e1, e2)"
page,terms,"Message-Topic (e1, e2)"
taxes,years,"Entity-Origin (e1, e2)"
bottle,water,"Content-Container (e1, e2)"
list,records,"Entity-Origin (e1, e2)"
girl,danger,"Entity-Destination (e1, e2)"
handles,hand brake,"Component-Whole (e1, e2)"
drug,brain,"Content-Container (e2, e1)"
phone,prototype stage,"Entity-Destination (e1, e2)"
files,folder,"Content-Container (e2, e1)"
gas centrifuge,camp,"Entity-Origin (e1, e2)"
pollution,shipwreck,"Cause-Effect (e2, e1)"
nose,surfboard,"Component-Whole (e1, e2)"
Inhalation,irritation,"Cause-Effect (e1, e2)"
corridors,hospital,"Component-Whole (e1, e2)"
seminar,system,"Message-Topic (e1, e2)"
film,fare,Other
hailstorm,bullets,"Member-Collection (e2, e1)"
symposium,physicians,"Member-Collection (e2, e1)"
regulation,access,"Message-Topic (e1, e2)"
ingredients,mixing ball,"Content-Container (e1, e2)"
methane,wells,"Entity-Destination (e1, e2)"
prostate,glands,"Component-Whole (e2, e1)"
pollution,smog,"Cause-Effect (e1, e2)"
students,texts,Other
heroes,literature,Other
suitcase,cannabis,"Content-Container (e1, e2)"
batter,balls,Other
bed,oysters,"Member-Collection (e2, e1)"
topics,categories,"Member-Collection (e1, e2)"
ice,shore,"Entity-Origin (e1, e2)"
noise,powertrain,"Cause-Effect (e2, e1)"
factory,blouses,"Product-Producer (e2, e1)"
Lymphoeytes,lymphatics,"Entity-Destination (e1, e2)"
kitchen,meal,Other
files,bust,"Message-Topic (e1, e2)"
body,phrase,"Component-Whole (e2, e1)"
diamond,necklace,"Component-Whole (e1, e2)"
pandemic,infection,"Cause-Effect (e2, e1)"
player,orchestra,"Member-Collection (e1, e2)"
paper,review,"Message-Topic (e1, e2)"
journal,history,"Message-Topic (e1, e2)"
Heating,wood,"Instrument-Agency (e2, e1)"
evidence,results,"Entity-Origin (e1, e2)"
data,tables,"Content-Container (e1, e2)"
Wind,weathering,"Cause-Effect (e1, e2)"
syndicate,investors,"Member-Collection (e2, e1)"
motifs,ewer,"Component-Whole (e1, e2)"
display,status,"Message-Topic (e1, e2)"
bacteria,acne,"Cause-Effect (e1, e2)"
chapter,attempts,"Message-Topic (e1, e2)"
character,producers,"Product-Producer (e1, e2)"
