entity,target_entity,relation,invert_relation
Sandstorm Gold Ltd.,TSX Venture Exchange,traded_on,0
Hawker Siddeley Switchgear,FKI,acquired_by,0
Cabin Fever Media,Dark Tranquillity,client_of,0
GrayMatter Software,Qlik,collaboration,0
"Rescale, Inc.",Microsoft Azure,collaboration,0
Director's Kut Productions,Aai Kuthe Kay Karte!,product_or_service_of,1
Roscoe's House of Chicken 'N Waffles,Rush Hour,undefined,0
SomaLogic,Nasdaq,traded_on,0
Spotlight Group Holdings,Peregrine Corporation,competitor_of,0
All Power Labs,Burning Man,collaboration,0
Ford,Carbon Motors Corporation,undefined,0
Colossal Pictures,MTV,client_of,0
KS Oils Limited,Indian Idol,collaboration,0
Index Fund Advisors,Dimensional Fund Advisors,product_or_service_of,1
AS Eesti Merelaevandus,Estline,subsidiary_of,1
Otto Eberhardt Patronenfabrik,Mauser,brand_of,1
Rockwell Medical Inc.,Food and Drug Administration,regulated_by,0
Blue-Tongue Films,I Love Sarah Jane,product_or_service_of,1
National Picture Show,Lifetime,client_of,0
Daisy Rock Girl Guitars,KMC Music,collaboration,0
Barracuda,Varsity,acquired_by,0
Embega S. Coop.,Mondragon Corporation,subsidiary_of,0
Shadow Projects,The Book of Pooh,product_or_service_of,0
"Tradewest, Inc.",Victory Road,product_or_service_of,0
Webfoot Technologies Inc.,Tonka,product_or_service_of,0
Dolmen Press,The Táin,product_or_service_of,0
Argyll Ferries Ltd,Transport Scotland,subsidiary_of,1
Cashino,Gauselmann,subsidiary_of,1
"IFM Therapeutics, LLC",Atlas,shareholder_of,1
Technicolor SA,Thomson Video Networks,subsidiary_of,1
Manitoba Pool Elevators,Saskatchewan Wheat Pool,subsidiary_of,1
Vons,Pavilions,brand_of,0
Odyssey Software,American Video Entertainment,client_of,1
Spring,Grails,collaboration,0
West Cornwall Pasty Company,Ginsters,competitor_of,0
Infinity Broadcasting Corporation,WFAN,acquired_by,0
Asure Software,Cisco,undefined,0
BT Mobile,BT Consumer,subsidiary_of,0
Black Sheep Brewery,Scottish & Newcastle,undefined,0
PM Entertainment,Chance,product_or_service_of,0
Creation Entertainment,Twilight,product_or_service_of,0
"Ku6 Media Co., Ltd.",Shanda Group,subsidiary_of,1
MPM Motors,MPM Erelis,product_or_service_of,0
Moose Toys,Shopkins,product_or_service_of,0
SLR Consulting Ltd,Livingbridge,shareholder_of,1
"Bright House Networks, LLC",News 13,product_or_service_of,0
Triad Securities,FINRA,regulated_by,1
Trader Media East,Trader Classified Media,subsidiary_of,0
Spiegelworld,Empire,product_or_service_of,0
Vandenbrink Design,Ferrari,collaboration,0
"Jensen Hughes, Inc.",University of Waterloo,collaboration,0
VSS,Cambium Learning Group,shareholder_of,0
GE MDS / MDS / Microwave Data Systems,GE Renewable Energy,subsidiary_of,1
Philippine Racing Club,Manila Jockey Club,competitor_of,0
YinzCam,Pittsburgh Steelers,product_or_service_of,0
Magnetic Video Corporation,VHS,undefined,0
Sikorsky Credit Union,SUM,collaboration,0
MaineToday Media,The Seattle Times,acquired_by,1
Topshop,Dorothy Perkins,competitor_of,0
Clutch,g2o,subsidiary_of,1
"Pet, Inc.",Eagle,brand_of,1
"Advanced Battery Technologies, Inc",Lynx,brand_of,0
TN Mobile,Leo,acquired_by,1
"Stockbridge Capital Group, LLC",Churchill Downs Incorporated,acquired_by,0
Decker Brothers,Steinway & Sons,competitor_of,0
Surfer,Academy Films,product_or_service_of,1
RallyPoint,Harvard Business School,collaboration,0
Systime Computers Ltd,Digital Equipment Corporation,client_of,0
iSeeCars,Forbes,client_of,1
Control Data Corporation,NetSys International LTD,client_of,0
"BullsEye Telecom, Inc.",One Communications,collaboration,0
Great West Media L.P.,Rocky Mountain Outlook,acquired_by,0
Skellington Productions,MTV,client_of,1
SystemSpecs,Infor,collaboration,0
New Republic Pictures,1917,product_or_service_of,0
Baxi,Remeha,merged_with,0
Madison Guaranty Savings and Loan Association,United States Congress,regulated_by,1
Acme Packet,Huawei,competitor_of,0
James Fisher and Sons plc,Furness Shipbuilding Company,acquired_by,0
"Halcyon Monitoring Solutions, Inc.",Oracle,collaboration,0
SuperValue,Woolworths New Zealand,subsidiary_of,1
British Knights,Public Enemy,collaboration,0
YES. Snowboards Inc.,SWS,client_of,0
Aero Engine Controls,Goodrich Corporation,acquired_by,1
Alliance & Leicester International Limited,Bradford & Bingley,merged_with,0
Strata,WRIF,undefined,0
TV4 AB,Bonnier,subsidiary_of,1
CoreFiling Ltd.,Unit4,client_of,1
"Variety Wholesalers, Inc.",Roses,acquired_by,0
"Dish México, S. de R. L. de C.V.",MVS Comunicaciones,subsidiary_of,1
Baltimore Gas and Electric,Pepco Holdings,undefined,0
Beefeater,Barbeques Galore,product_or_service_of,1
Wraith Games,iOS,client_of,0
Audio Analytic,Centrica plc,collaboration,0
Intel Capital,MovieBeam,shareholder_of,0
"Locomotive Games, Inc.",EA Sports,undefined,0
Hungry Bear Media,Sky Vision,collaboration,0
Richter LLP,RSM International,undefined,0
Amp'd Mobile Inc.,Speed,product_or_service_of,0
John G. Kincaid & Company,British Shipbuilders,acquired_by,1
Consolidated Media Holdings,Fox Sports News,shareholder_of,0
Entertainment UK,Bertram Trading Limited,undefined,0
"Solar Liberty Energy Systems, Inc.",Inc. Magazine,undefined,0
"Friedman's, Inc.",Crescent,merged_with,0
Football Foundation,Playfinder,client_of,0
Cosmic Voyage,Zacuto,undefined,0
Silvercorp Metals Inc.,TSX Venture Exchange,traded_on,0
This is L. Inc.,Forbes,undefined,0
SkilledUp,TechCrunch,undefined,0
Storehouse plc,Richard Shops,subsidiary_of,0
"Archipelago Films, Inc.",HBO,collaboration,0
New Horizons Computer Learning Centers,Cisco,collaboration,0
Blue Sky Network,Iridium,client_of,0
"Saks, Inc.",Boston Store,acquired_by,0
BASE Productions,Animal Planet,client_of,0
PathGuide Technologies,Infor,collaboration,0
DarXabre,iOS,product_or_service_of,0
Kinetic Group,OPTrust,shareholder_of,1
Leland Corporation,WMS,acquired_by,1
TCBY,Burger King,collaboration,0
Keinath,GTR,product_or_service_of,0
Gascoyne Trading Company,Wesfarmers,acquired_by,1
Mount Stuart Media Ltd.,Five,client_of,0
Sapphire Films Ltd.,The Four Just Men,product_or_service_of,0
Equiinet,Tina,product_or_service_of,0
BAE Systems Southeast Shipyards,Atlantic Marine,acquired_by,1
Khmer Mekong Films,Fear,product_or_service_of,0
iPod,"Neuros Technology International, LLC",undefined,0
Wirefly,InPhonic,client_of,0
Dryworld Industries Inc.,Watford,collaboration,0
Whalerock Industries,Yahoo!,undefined,0
Cugini Randi,R5,product_or_service_of,0
EcoSecurities,London Stock Exchange,traded_on,0
Trimaran Capital Partners,Drexel Burnham Lambert,undefined,0
ZeroTurnaround AS,Java,undefined,0
Lionheart,Capitol Music Group Sweden,merged_with,0
"Christian Era Broadcasting Service International, Inc",Eagle FM,undefined,0
Britten-Norman,Snow Aeronautical,shareholder_of,0
Galliard Homes,Carbuncle Cup,undefined,0
Comcast Corporation,Broadnet Holdings BV,shareholder_of,0
Australian Transport Network,Walkers,undefined,0
"Stride Health, Inc.",New Enterprise Associates,shareholder_of,1
Odisha Coal and Power Ltd,Odisha Power Generation Corporation Limited,shareholder_of,1
Megaphone,Slate,subsidiary_of,1
Icemat,Basshunter,undefined,0
Expekt.com Ltd,Wimbledon,undefined,0
Ontario Student Trustees' Association,Ministry of Education,collaboration,0
Vox Lumiere,Peter Pan,undefined,0
Phibro Animal Health Corporation,Nasdaq,traded_on,0
Saffron Building Society,Building Societies Association,collaboration,0
Raycom Sports,Gray,client_of,0
ECI Partners,Great Rail Journeys,shareholder_of,0
Ecofibre Limited,Australian Securities Exchange,traded_on,0
Switchover Media,Frisbee,brand_of,0
Kornhaber Brown,HGTV,client_of,0
Pharmacia & Upjohn,Johnson & Johnson,acquired_by,1
Deukom,Satelio,collaboration,0
Contessa 32,Jeremy Rogers Limited,product_or_service_of,1
MOFILM,Chevrolet,client_of,0
"Support.com, Inc.",iOS,undefined,0
Lazy 8 Studios,Irrational Games,client_of,0
Kitbag,Team GB,client_of,0
BitSight,GGV Capital,shareholder_of,1
Atlas Mara Limited,BancABC,shareholder_of,0
Amazing Greys,Eyeworks,collaboration,0
Gestigon,High-Tech Gründerfonds,shareholder_of,1
Camera Effects Ltd,Supergirl,product_or_service_of,0
Blitz Games Studios Limited,The Biggest Loser,product_or_service_of,0
Portal Software,Deutsche Telekom,client_of,1
Transmission Films,Carol and Brooklyn,product_or_service_of,0
Simcyp Limited,University of Sheffield,subsidiary_of,1
"Prensa Ibérica Media, S.L.",El Periódico de Catalunya,subsidiary_of,0
Tau Films,The Yinyang Master,product_or_service_of,0
Morris Angel & Son Limited,The Great Gatsby,product_or_service_of,0
Atlas Media Corp.,Big Sexy,product_or_service_of,0
Penn Medicine,Linguamatics,client_of,0
Blue Omega,Damnation,product_or_service_of,0
Cinédia,Estudantes,product_or_service_of,0
Oscar,Flair Software Ltd.,undefined,0
Varma Films,Patanga,product_or_service_of,0
Chamberlain Group,Amazon,collaboration,0
"IEEE GlobalSpec, Inc.",SolidWorks,client_of,1
"Burr, Egan, Deleage & Co.",American Superconductor,shareholder_of,0
KRP Properties,Protecode,client_of,1
"Frederator Networks, Inc.",YouTube,client_of,0
Chestertons,Derry & Toms,product_or_service_of,0
Streak,Google Chrome,product_or_service_of,0
"King World Productions, Inc.",The Little Rascals Christmas Special,product_or_service_of,0
Galaxy 19,GlobeCast World TV,product_or_service_of,0
Convergent Technologies,Prime,client_of,1
Montgomery Securities,Robertson Stephens,undefined,0
Wireless Broadband Alliance,Wi-Fi Alliance,collaboration,0
TACO Faurecia Design Center,BMW,client_of,1
Great West Media L.P.,Black Press,collaboration,0
Commercetools,REWE Group,acquired_by,1
Transmission Films,Amour,product_or_service_of,0
Railfreight Distribution,Speedlink,brand_of,0
Stink Studios,Spotify,client_of,1
Weizmann Institute of Science,BiondVax Pharmaceuticals Ltd.,collaboration,0
Kinaxis Inc.,Toronto Stock Exchange,traded_on,0
Fintage House,An Education,product_or_service_of,0
Number 9 Films,Made in Dagenham,product_or_service_of,0
Gaiam Vivendi Entertainment,New Video,merged_with,0
Kalgoorlie Brewing and Ice Company,Lion Brewery,acquired_by,0
NuoDB,Hummer Winblad Venture Partners,shareholder_of,1
NCH Software,Google Toolbar,product_or_service_of,0
Living Films,The Serpent,product_or_service_of,0
Socrata,In-Q-Tel,shareholder_of,1
Technical Systems Consultants,Pascal,product_or_service_of,0
Superfly,Oxfam,collaboration,0
Cope-Com,Amiga,undefined,0
Fevertree Drinks plc,Lloyds Development Capital,shareholder_of,1
Traction,Meebo,client_of,1
"Surface Combustion, Inc.",Midland-Ross Corporation,acquired_by,1
Kab Distribution Inc.,TSX Venture Exchange,traded_on,0
Real3D,Sega,collaboration,0
SIG plc,London Stock Exchange,traded_on,0
Kapital Entertainment,William Morris Agency,undefined,0
FRoSTA Aktiengesellschaft,Norma,client_of,1
The Bell Fund,Bell Canada,subsidiary_of,1
TekSavvy Solutions Inc.,Bell,client_of,0
Paradyne,DZS,subsidiary_of,0
CamFind,"CloudSight, Inc.",product_or_service_of,1
My Car Check,ABI,collaboration,0
Osborne & Little,Biba,client_of,0
JemJem,iPad,product_or_service_of,0
Braithwaite and Co. Limited,Ministry of Railways,regulated_by,0
InstallFree Inc,Windows Vista,undefined,0
Peter Paul Candy Manufacturing Company,Associated Press,undefined,0
Symphonic Distribution,Amazon,client_of,1
FlexiLivre,Les Echos,undefined,0
SQL Star International Limited,Linux,product_or_service_of,0
Chicago Tribune,Vegas.com LLC,undefined,0
Education Management Corporation,The Art Institutes,subsidiary_of,0
YesWeHack,TousAntiCovid,collaboration,0
Consolidated Media Associates,Soundcity Radio Network,subsidiary_of,0
"Limbic Software, Inc.",Android,undefined,0
Dream Office Real Estate Investment Trust,Dundee Corporation,shareholder_of,1
"Bruckmann, Rosser, Sherrill & Co.",Real Mex Restaurants,shareholder_of,0
Treibacher Industrie AG,Wienerberger AG,undefined,0
Meredith,Better Homes and Gardens Real Estate LLC,product_or_service_of,0
Asciano Limited,GIC Private Limited,shareholder_of,1
Top Aces Inc.,Alpha,product_or_service_of,1
Revelation Films,Simitar Entertainment,undefined,0
Winc,OfficeMax,undefined,0
Sun,tombola Ltd,collaboration,0
Refund.me,iOS,product_or_service_of,1
AuRico Gold Inc.,Northgate,acquired_by,0
Middle East Bank Kenya Limited,Al-Futtaim Group,shareholder_of,1
Pay 'n Save Corporation,Bi-Mart,subsidiary_of,1
Chicago Growth Partners,CCMP Capital,undefined,0
Wainwright Bank & Trust Company,National Organization for Women,collaboration,0
Covisint,Ford,collaboration,1
Animaze.. iNC,Akira,product_or_service_of,0
Presto Food Markets Limited,Allied,subsidiary_of,1
SentinelOne,"Scalyr, Inc.",acquired_by,0
Zodiac Aerospace,OEMServices,undefined,0
"Navajo Communications Company, Inc.",Citizens Telecommunications Company of the White Mountains,undefined,0
Yahoo,Invite Media,collaboration,0
The New York Times,Banco Latino,undefined,0
Nnooo,PlayStation Vita,product_or_service_of,1
Overseas Telecommunications Commission,Telstra Corporation Limited,undefined,0
Clover Food Lab,Massachusetts Institute of Technology,client_of,0
"Shepardson Microsystems, Inc.",HP Time-Shared BASIC,product_or_service_of,1
CriticalBlue Ltd.,Linux,product_or_service_of,1
Wesizwe Platinum,China Development Bank,client_of,1
Future Generali India Insurance Company Limited,Future Group,collaboration,1
"Techwood Music, Inc.",TBS,product_or_service_of,1
Cerillion Plc,Columbus Communications,client_of,0
South African Reserve Bank,VBS Mutual Bank,regulated_by,0
"Vinzant Software, Inc.",Microsoft SQL Server,product_or_service_of,1
Kaluga Queen,CITES,regulated_by,1
"Vincent Brooks, Day & Son",Royal College of Art,collaboration,0
Mauritius Telecom,Facebook,product_or_service_of,0
Spanfeller Media Group,Forbes,undefined,0
Omega Protein Corporation,Clean Water Act,regulated_by,0
Neptec Design Group,Maxar Technologies,acquired_by,0
GenealogyBank,NewsBank,client_of,0
Kinnevik AB,Global Fashion Group S.A.,shareholder_of,0
Greater Cleveland Film Commission,Alex Cross,collaboration,0
"Oak View Group, LLC",UBS Arena,collaboration,0
Mutual Alliance Trust Company,Chatham Phenix National Bank and Trust Company of New York,acquired_by,0
Realmac Software,Ember,product_or_service_of,1
Score a Score,Coca-Cola,client_of,1
Ströer SE & Co. KGaA,T-Online,acquired_by,0
Solium,Morgan Stanley,client_of,1
Antics Technologies,Antics3D,product_or_service_of,1
"Bright Health Group, Inc.",Abrazo Community Health Network,collaboration,0
Johannes Leonardo,Coca-Cola,client_of,1
AC Comics,Femforce,brand_of,1
Iluka Resources Limited,Titanium Resources Group Ltd.,acquired_by,0
University of Calgary,SemBioSys Genetics Inc.,product_or_service_of,1
Endemol Shine UK Limited,Big Brother,product_or_service_of,1
HiSoft Systems,Pascal,product_or_service_of,1
"Owler, Inc.",Meltwater,acquired_by,0
BLME,Prudential Regulation Authority,regulated_by,0
Zenith Carburetter Company Limited,Scripps-Booth,client_of,1
"Tercica, Inc.",Food and Drug Administration,regulated_by,0
Film Ventures International,Grizzly,product_or_service_of,1
Yaaraa Productions,Fanaa,product_or_service_of,1
Farmers Trading Company,Woolworths Supermarkets,collaboration,0
Kornhaber Brown,YouTube,client_of,1
Day & Zimmerman,Forbes,undefined,0
Zero Point Frontiers Corp.,RS-25,product_or_service_of,1
Baxi,Electra,shareholder_of,1
Harvard University,WHOOP,undefined,0
Desnoes & Geddes Limited,Dragon,brand_of,1
Messner Vetere Berger McNamee Schmetterer,Eurocom,acquired_by,1
Unilever Nigeria Plc,Lever Brothers Nigeria Limited,undefined,0
Schoenhofen Brewing Company,Green River,product_or_service_of,0
Codeblack Films,"Mama, I Want to Sing!",product_or_service_of,0
Oracle,FatWire Software,acquired_by,0
Abbey Life Assurance Company Limited,Phoenix Group,acquired_by,1
"SunCom Wireless Holdings, Inc.",T-Mobile,acquired_by,1
Max's Group,Philippine Stock Exchange,traded_on,0
Silvergate Media Holdings Limited,Mercury Filmworks,collaboration,0
Kapital Entertainment,Terra Nova,product_or_service_of,0
National Beef Packing Company LLC,Kansas City Steak Company,acquired_by,0
Galloway's Society for the Blind,Lancashire County Council,collaboration,0
Microsemi Corporation,Vitesse Semiconductor,acquired_by,0
Heinz Wattie's Limited,Goodman Fielder,merged_with,0
Premier FMCG,Manhattan,brand_of,0
Master & Dynamic,Louis Vuitton,collaboration,0
Alta Newspaper Group L.P.,The Record,acquired_by,0
"Punch Entertainment, Inc.",Aeria Games,acquired_by,1
Varigence,Biml,product_or_service_of,0
Nexor,Internet Engineering Task Force,collaboration,0
Stanbic Bank Uganda Limited,Grindlays Bank,undefined,0
Novanet,WebRTC,undefined,0
Sadis & Goldberg,FINRA,regulated_by,1
Younicos,Cube,product_or_service_of,0
Shine Group,Shine TV,subsidiary_of,0
Coast Hotels,University of Alberta,client_of,0
Atomic Antelope,Marvel,competitor_of,0
"Semifreddi
",Acme,competitor_of,0
Alba Orbital,Rocket Lab,collaboration,0
Financial Guaranty Insurance Company,CIVC Partners,acquired_by,1
Masdar,WinWinD Ltd,shareholder_of,0
Buckley Radio,WOR,acquired_by,0
Global Electronic Trading Company,Knight Capital Group,acquired_by,0
Powershares,Invesco,acquired_by,1
KANBAY,Morgan Stanley,client_of,0
Synthite,Pepsi,client_of,0
Chambers Corporation,KitchenAid,acquired_by,1
Zyvex Marine,Zyvex Technologies,collaboration,0
Gilson Brothers Company,Marshalltown Company,acquired_by,1
Upfront Ventures,Overture,shareholder_of,0
Exco International,London Stock Exchange,traded_on,0
Cadence13,Goop,collaboration,0
System C Healthcare Ltd,Symphony Technology Group,acquired_by,1
Marie Callender's,Castle Harlan,acquired_by,1
Punch Pubs & Co,London Stock Exchange,traded_on,0
"MINDBODY, Inc.",Bessemer Venture Partners,shareholder_of,1
Filene's,The May Department Stores Company,acquired_by,1
Crescent Communities,Sumitomo Forestry,acquired_by,1
Yara Belle Plaine Inc,Cargill,shareholder_of,1
Larami Corp.,Super Soaker,brand_of,0
Danske Bank,Oslo Stock Exchange,traded_on,0
Yankee Doodle Dandy,Burger King,competitor_of,0
Schneider Electric,"ETAP - Operation Technology, Inc.",acquired_by,1
Novero,Mercedes,client_of,1
Amey plc,Servisair,acquired_by,1
MonkeyPaw Games,Gaijinworks,collaboration,0
Bowyers,Lloyds Development Capital,acquired_by,1
June Pictures,Book Club,product_or_service_of,0
IDS Scheer Consulting GmbH,Software AG,acquired_by,1
Flame Ventures,Dracula,product_or_service_of,0
Upsala-Ekeby AB,Kosta Boda,acquired_by,1
Seeker,ONE Campaign,collaboration,0
masFlight,Bloomberg News,collaboration,0
Locus Computing Corporation,Merge,product_or_service_of,0
Blue Heron Press,Spartacus,product_or_service_of,0
Hammes Company,New York Giants,client_of,1
Dalgety plc,London Stock Exchange,traded_on,0
NTL Communications Limited,RTÉ Television,product_or_service_of,0
ShaMaran Petroleum Corp.,TSX Venture Exchange,traded_on,0
Dynamic Diagrams,Ingenta,collaboration,0
Green Silk Road Fund,Sino-Singapore Tianjin Eco-city,shareholder_of,1
Mainsoft,Internet Explorer,product_or_service_of,0
"SpaceWorks Enterprises, Inc.","Terminal Velocity Aerospace, LLC (TVA)",subsidiary_of,0
Overaa Construction,Lawrence Berkeley National Laboratory,client_of,1
CBS Corporation,Titan,undefined,0
TECO Chemicals AS,Oslo Stock Exchange,traded_on,0
McGrath Estate Agents,Australian Securities Exchange,traded_on,0
Bally Total Fitness Holding Corporation,Crunch Fitness,brand_of,0
Keebler Company,Sunshine,brand_of,0
Graftgold,Quazatron,product_or_service_of,0
New Order,Hypertag,client_of,1
SMS.ac Inc.,Chicago Tribune,undefined,0
Banca di Credito Popolare,Banco di Napoli,undefined,0
HiSoft Systems,Pascal,product_or_service_of,0
Samtel Avionics,Hindustan Aeronautics Limited,collaboration,0
FreshCo,Metro,competitor_of,0
AS Graanul Invest,BillerudKorsnäs AB,acquired_by,0
"Brake Masters, Inc.",Monroe,collaboration,0
Glentel Inc.,Lucky Mobile,client_of,0
Wise Stores inc.,Zellers,competitor_of,0
Baron Services,Lynx,product_or_service_of,0
Lazydays RV Resort,Tampa Bay Buccaneers,collaboration,0
OLP Guitars,Music Man,collaboration,0
Lightspeed Venture Partners,Boundary,shareholder_of,0
John Crane,Smiths Group plc,subsidiary_of,1
Rack Room Shoes,Off Broadway Shoe Warehouse,acquired_by,0
Power Equipment Direct,Facebook,client_of,0
"Electric Transit, Inc.",Wilderness,product_or_service_of,0
Thomas-Morse Aircraft Corporation,T-2,product_or_service_of,0
Revature,Thurgood Marshall College Fund,collaboration,0
Prezzo,Strada,competitor_of,0
Sunrise Productions,The Legend of the Sky Kingdom,product_or_service_of,0
"Sunbow Entertainment, LLC",My Little Pony: The Movie,product_or_service_of,0
Veveo,Nokia,client_of,1
Sopheon,London Stock Exchange,traded_on,0
Acacia Mining,Barrick Gold,acquired_by,1
Rainbow Foods,Leeann Chin,collaboration,1
Vega Telecom Inc.,San Miguel Corporation,subsidiary_of,0
Mind's Eye Entertainment,Trimark Pictures,collaboration,0
Boston Herald,Suburban World Newspapers,acquired_by,0
Finablr,Travelex,brand_of,1
Diamond Estates Wines & Spirits Ltd.,Seasons,brand_of,1
Royal Bank Zimbabwe,Trust Banking Corporation,undefined,0
Circle Studio,Xbox,client_of,0
National Picture Show,A Deadly Adoption,product_or_service_of,1
Tecdesk,BT,client_of,1
Grand Metropolitan plc,Liggett Group,acquired_by,0
CMB Monaco,CMG,subsidiary_of,1
Cassa di Risparmio di Ascoli Piceno,Cariplo,subsidiary_of,0
"Stoopid Buddy Stoodios, LLC.",Titan Maximum,product_or_service_of,1
Shoman Productions,Khuda Kay Liye,product_or_service_of,1
Golden Wonder,Walkers,competitor_of,0
Essex,Bargain Hunt,brand_of,1
Dryworld Industries Inc.,Goiás,client_of,1
Atari Corporation,Hasbro Interactive,acquired_by,1
Lucky Stores,SuperValu,brand_of,0
Paper Kite Productions,Making It,product_or_service_of,1
FIELDS Stores Ltd.,Zellers,acquired_by,0
Abbey Life Assurance Company Limited,Phoenix,acquired_by,1
Advans Banque Congo S.A.,African Development Bank,shareholder_of,1
Temperzone Limited,Hitachi,collaboration,0
Betstar,Ladbrokes Coral,acquired_by,1
"Hall Communications, Inc.",WNBH,subsidiary_of,1
Monkeypaw Productions,Blumhouse Productions,collaboration,0
"Lightspeed Trading, LLC","Lime Brokerage, LLC",merged_with,0
INSEAD,MPOWER Financing,undefined,0
Cape Town Film Studios,Black Sails,product_or_service_of,1
All American Television,Pearson Television,acquired_by,1
"Integrated Device Technology, Inc.",SigmaTel,acquired_by,0
NIRA Dynamics AB,Frost & Sullivan,undefined,0
Adobe Workfront,National Geographic,client_of,0
Monstermob,London Stock Exchange,traded_on,0
Gin Gliders Inc.,Oasis,product_or_service_of,0
Creation Financial Services Limited and Creation Consumer Finance Limited T/A BNP Paribas Personal Finance,Selfridges,subsidiary_of,1
Morgan Murphy Media,WTMJ,undefined,0
Sopra Steria Group SA,Axway Software,subsidiary_of,0
Illumio,Formation 8,shareholder_of,1
Shark Island Productions,Bully,product_or_service_of,0
Kitbag,Nike,client_of,0
SHUAA Capital psc,Dubai Financial Market,traded_on,0
Cipher Prime,Splice,product_or_service_of,0
Thomson-CSF,Thales Optronics,subsidiary_of,0
TD Waterhouse Canada Inc.,Charles Schwab,competitor_of,0
The Code,Unusuality Productions,product_or_service_of,1
Bitso,Digital Currency Group,shareholder_of,1
Artemis Rising Foundation,The Hunting Ground,product_or_service_of,0
"Ultimate Software Group, Inc.",Kronos Incorporated,merged_with,0
Delhi Railway,Scinde Railway,merged_with,0
Portman Building Society,Nationwide Building Society,merged_with,0
"Engility Holdings, Inc.","TASC, Inc.",acquired_by,0
RaiSat S.p.A.,RCS MediaGroup,shareholder_of,1
RM plc,London Stock Exchange,traded_on,0
Uganda Commercial Bank Ltd,Westmont,acquired_by,1
National Electronic Distributors Association,Electronic Industries Alliance,merged_with,0
Cokesbury,United Methodist Church,subsidiary_of,1
Reply,Italian Stock Exchange,traded_on,0
Rafaella,Levi Strauss & Co.,competitor_of,0
aldiscon,Logica,acquired_by,1
Accor,onefinestay,acquired_by,0
Arizona Public Service,Salt River Project,competitor_of,0
Higi LLC,Babylon Health,acquired_by,1
Mavenir Systems,Airwide Solutions,acquired_by,0
"Allied Artists International, Inc.",The Betsy,product_or_service_of,0
Filmstaden,Odeon Kino,merged_with,0
TruConnect,Sage Telecom Inc. ,acquired_by,0
Richelieu Hardware Limited,Toronto Stock Exchange,traded_on,0
Skyfire,Trinity Ventures,shareholder_of,1
Techtron Pty Ltd,Varian Associates,merged_with,0
Eidsiva Rederi ASA,Oslo Stock Exchange,traded_on,0
seatwave,Atlas Venture,shareholder_of,1
"Sonat, Inc.",New York Stock Exchange,traded_on,0
Casewise,Southern California Edison,client_of,1
Whyte House Entertainment,The Heist,product_or_service_of,0
"High Performance Technologies, Inc.",Dynamics Research Corporation,acquired_by,1
CTERA,Cisco,collaboration,0
LumenVox,Digium,collaboration,0
Finsbury,WPP plc,subsidiary_of,1
SLI Systems,Harry & David,client_of,1
Ryman Ltd,Habitat,merged_with,0
SBID,Higher Education Statistics Agency,regulated_by,1
Varsity Pictures,Fred 2: Night of the Living Fred,product_or_service_of,0
